img_name;category;set;dist;extent;slope;pwp_limit;pwp_middle;binary_class
P01_017_1;2;Train;7;0.5533203125;-0.0015852785348007801;0.6074759615384615;0.6036298076923077;0.0
P01_017_2;1;Test;5;0.4401041666666667;-0.005108302949226982;0.4966045673076923;0.49474158653846156;0.0
P01_017_3;1;Train;26;0.2767361111111111;-0.07670657019573629;0.5376752336448598;0.5204147196261683;0.0
P01_018_0;1;Train;8;0.6267361111111112;-0.010010348098536893;0.5202978971962616;0.5085280373831775;0.0
P01_018_1;1;Train;9;0.7359375;0.0054480945344340176;0.6887428977272727;0.6771129261363636;0.0
P01_018_2;1;Train;17;0.6728298611111111;-0.02953055144466212;0.6006712962962963;0.580949074074074;0.0
P01_018_3;1;Test;12;0.5091346153846154;-0.02733901079472317;0.5314655172413794;0.5202316810344828;0.0
P01_019_0;1;Train;9;0.47484375;-0.022714752580448548;0.5119940476190477;0.5048511904761904;0.0
P01_019_1;1;Train;5;0.4171875;0.000804642786802279;0.4951593137254902;0.49371936274509803;0.0
P01_019_2;1;Test;8;0.35954861111111114;-0.01592357306664301;0.5023879716981132;0.4988797169811321;0.0
P01_019_3;1;Train;5;0.403125;-0.003676986186986309;0.49931547619047617;0.4986607142857143;0.0
P01_020_0;2;Train;12;0.42584134615384617;0.022659610494951615;0.5005434782608695;0.49644021739130434;0.0
P01_020_1;2;Test;6;0.5015625;-0.010015882618259237;0.5146033653846154;0.5093149038461539;0.0
P01_020_2;2;Train;8;0.6539930555555555;-0.0027576842429556875;0.4864316239316239;0.47617521367521365;0.0
P01_020_3;2;Test;7;0.453125;-0.013317835324647241;0.5059606481481481;0.5036747685185186;0.0
P01_021_0;1;Test;24;0.7271875;0.02586689789904463;0.5600413602941177;0.5191176470588236;0.0
P01_021_1;1;Train;5;0.39505208333333336;-0.011358601677445554;0.5019462719298246;0.5009594298245614;0.0
P01_021_2;1;Train;7;0.6701171875;-0.006053191252261668;0.6613982371794872;0.6562900641025641;0.0
P01_021_3;1;Train;8;0.4329861111111111;-0.01287888864048629;0.5085200471698114;0.5035966981132075;0.0
P01_022_0;1;Train;8;0.3579861111111111;-0.012160726964052748;0.5022858796296297;0.49658564814814815;0.0
P01_022_1;2;Train;12;0.5147836538461539;-0.012137159357071355;0.5155133928571428;0.5002511160714286;0.0
P01_022_2;2;Train;12;0.5490384615384616;-0.02205322297733971;0.5104073660714286;0.4964564732142857;0.0
P01_022_3;2;Train;8;0.6204861111111111;-0.008443373746062374;0.4753205128205128;0.46298076923076925;0.0
P01_023_0;2;Train;10;0.5231534090909091;0.028786257161490424;0.5069196428571429;0.4934709821428571;0.0
P01_023_1;2;Train;7;0.477734375;-0.01191900979567355;0.4937792056074766;0.48893107476635517;0.0
P01_023_2;2;Train;5;0.4515625;-0.012982167061314573;0.5068810096153846;0.5051983173076923;0.0
P01_023_3;2;Train;6;0.5792410714285714;-0.01845226696329995;0.48752717391304345;0.47956521739130437;0.0
P01_024_0;1;Train;17;0.6785590277777778;-0.041119337884144846;0.5460800438596491;0.5128289473684211;0.0
P01_024_1;1;Train;12;0.6570913461538461;0.006570440980036546;0.5230747767857142;0.5048828125;0.0
P01_024_2;1;Train;11;0.7244791666666667;0.019082643705719833;0.5291103603603604;0.5089527027027027;0.0
P01_024_3;2;Test;13;0.5933035714285714;-0.04323312319302809;0.520422149122807;0.5019736842105263;0.0
P01_025_0;1;Train;9;0.61640625;-0.013698525735781317;0.5205778301886792;0.5138561320754716;0.0
P01_025_1;1;Train;34;0.9099553571428571;0.021416947206641907;0.6246005639097745;0.5164238721804512;0.0
P01_025_2;1;Train;8;0.5809027777777778;0.013962086842254334;0.5070385514018692;0.49494742990654206;0.0
P01_025_3;1;Train;8;0.69375;-0.009649062232710339;0.5205681818181818;0.5056534090909091;0.0
P01_026_0;1;Train;5;0.42109375;0.0032649253731343274;0.49976190476190474;0.49839285714285714;0.0
P01_026_1;2;Test;6;0.484375;-0.001677400013147644;0.5005896226415094;0.497936320754717;0.0
P01_026_2;2;Train;30;0.4044858870967742;-0.0644900246048121;0.5475370762711864;0.5248940677966102;0.0
P01_026_3;2;Test;24;0.648;-0.05884305990351565;0.609837962962963;0.5643981481481481;0.0
P01_027_0;1;Train;4;0.44375;-0.009096888885677562;0.5021935096153847;0.5010216346153846;0.0
P01_027_1;2;Train;8;0.44027777777777777;-0.019883722265255862;0.5132601351351351;0.5091216216216217;0.0
P01_027_2;1;Train;5;0.3734375;-0.008237769577532873;0.5071428571428571;0.505327380952381;0.0
P01_027_3;1;Train;8;0.5739583333333333;-0.009615603997821302;0.5111143867924528;0.5023290094339623;0.0
P01_028_0;1;Train;5;0.446875;-0.0032406417555409625;0.5068014705882353;0.5059436274509804;0.0
P01_028_1;1;Train;8;0.4909722222222222;-0.01277456966114493;0.49944690265486724;0.494054203539823;0.0
P01_028_2;2;Test;7;0.5775390625;-0.016052923977144792;0.5199766355140187;0.514661214953271;0.0
P01_028_3;2;Train;5;0.4591145833333333;-0.008549974986775299;0.6462147887323944;0.6455985915492958;0.0
P01_029_0;3;Train;30;0.24929435483870968;0.04967022099579701;0.5157087053571429;0.5012555803571429;1.0
P01_029_1;1;Train;6;0.44642857142857145;0.016505529146278106;0.5947998046875;0.5914306640625;0.0
P01_029_2;2;Train;9;0.4165625;-0.002675262871571178;0.49704701834862386;0.49248853211009175;0.0
P01_029_3;1;Test;14;0.7260416666666667;0.029085962973977884;0.5251953125;0.4967633928571429;0.0
P01_030_0;1;Train;9;0.50546875;0.00878918949481243;0.5098011363636363;0.5026420454545455;0.0
P01_030_1;1;Test;8;0.4717013888888889;-0.0037410109947083703;0.5746975806451613;0.5691028225806452;0.0
P01_030_2;1;Train;33;0.7926930147058824;-0.06506042370993262;0.5928935185185186;0.5092129629629629;0.0
P01_030_3;2;Train;18;0.6690789473684211;0.06582107221376629;0.593313419117647;0.5581341911764706;0.0
P01_031_0;1;Test;8;0.5621527777777777;0.025693913100102553;0.5926;0.58405;0.0
P01_031_1;1;Train;5;0.48802083333333335;0.009430090787475424;0.5806864754098361;0.5799692622950819;0.0
P01_031_2;1;Train;8;0.4310763888888889;0.013486950363751533;0.6090435606060606;0.6059422348484849;0.0
P01_031_3;1;Train;5;0.5135416666666667;0.005390921011530021;0.6754026073619632;0.6745207055214724;0.0
P01_032_0;1;Train;10;0.5532670454545454;0.018097687139107786;0.583825;0.572975;0.0
P01_032_1;1;Train;7;0.592578125;0.0070001882572762195;0.5646614583333334;0.560859375;0.0
P01_032_2;1;Test;3;0.47421875;-0.0057441320669252985;0.49423543689320387;0.49423543689320387;0.0
P01_032_3;1;Test;4;0.50875;-0.001619035081926008;0.5101941747572816;0.5089199029126213;0.0
P01_033_0;1;Test;26;0.3782986111111111;0.031927036392642986;0.4961945564516129;0.4682711693548387;0.0
P01_033_1;1;Train;5;0.55;-0.006377986636231905;0.615625;0.6138425925925926;0.0
P01_033_2;1;Train;13;0.3947544642857143;-0.00031404282484346317;0.49170353982300885;0.4827157079646018;0.0
P01_033_3;1;Train;5;0.45546875;-0.01277945905176147;0.5115946261682243;0.5108352803738317;0.0
P01_034_0;1;Test;8;0.33090277777777777;-0.01735766846583778;0.4861525229357798;0.4817947247706422;0.0
P01_034_1;1;Test;11;0.5278645833333333;-0.004854741402705612;0.5222877358490566;0.5174823113207547;0.0
P01_034_2;1;Train;10;0.6188920454545455;-0.010921539708698642;0.5166761363636364;0.5040340909090909;0.0
P01_034_3;1;Train;30;0.2613407258064516;-0.0625394025624154;0.4517652671755725;0.4404341603053435;0.0
P01_035_0;1;Train;3;0.573828125;-0.0017470024075670915;0.4980582524271845;0.4980582524271845;0.0
P01_035_1;1;Test;5;0.5020833333333333;0.005196223573923602;0.5098257211538462;0.5079026442307693;0.0
P01_035_2;1;Test;4;0.56;-0.002686131406996665;0.5079044117647059;0.5064338235294118;0.0
P01_035_3;1;Train;5;0.5708333333333333;0.00714837930298983;0.5982696280991735;0.5962551652892562;0.0
P01_036_0;1;Train;3;0.560546875;0.005606377317850027;0.4828125;0.4828125;0.0
P01_036_1;1;Test;14;0.5771875;0.013602093252228806;0.5641145833333333;0.5480989583333333;0.0
P01_036_2;1;Train;5;0.53046875;0.010126578062577954;0.6396276595744681;0.6384751773049645;0.0
P01_036_3;1;Train;6;0.3549107142857143;-0.013374195948239229;0.6505721830985915;0.6483274647887324;0.0
P01_037_0;1;Train;10;0.5107954545454545;0.016981604961298146;0.5060511363636364;0.4972443181818182;0.0
P01_037_1;1;Train;5;0.5549479166666667;0.0070825590873158355;0.6477836879432625;0.6451906028368795;0.0
P01_037_2;1;Train;15;0.815625;0.008350477596814397;0.5426260964912281;0.5053728070175438;0.0
P01_037_3;1;Train;4;0.6678125;0.004575679620527677;0.49854368932038834;0.49238470873786405;0.0
P01_038_0;1;Train;13;0.6309151785714285;0.00937614371192826;0.6343116554054054;0.6252111486486487;0.0
P01_038_1;1;Train;6;0.3796875;0.015391486887956638;0.5111011904761905;0.5064880952380952;0.0
P01_038_2;1;Train;4;0.49125;0.0015073427470255099;0.5021033653846154;0.49876802884615384;0.0
P01_038_3;1;Train;6;0.5513392857142857;-0.006128458899678833;0.6298611111111111;0.6257870370370371;0.0
P01_039_0;1;Train;6;0.5473214285714286;-0.0192868933714764;0.6694653614457832;0.6647402108433735;0.0
P01_039_1;1;Train;10;0.5356534090909091;-0.01765767598651632;0.7106925675675676;0.7062162162162162;0.0
P01_039_2;1;Train;6;0.39285714285714285;-0.009580143281598596;0.6262218045112782;0.6243186090225564;0.0
P01_039_3;1;Train;7;0.4857421875;-0.01259499120722922;0.6566694630872483;0.6537541946308725;0.0
P01_040_0;1;Test;5;0.5364583333333334;-0.0005372981740236438;0.49260817307692306;0.4918870192307692;0.0
P01_040_1;1;Test;7;0.7064453125;-0.011510272731668174;0.689219674556213;0.681508875739645;0.0
P01_040_2;2;Train;15;0.7322265625;-0.031619145337139776;0.5329495614035088;0.5025767543859649;0.0
P01_040_3;1;Train;5;0.5252604166666667;-0.008517458535880122;0.4967559523809524;0.4955059523809524;0.0
P01_041_0;1;Test;3;0.480078125;0.007377205815049562;0.504126213592233;0.504126213592233;0.0
P01_041_1;1;Train;12;0.39603365384615385;0.02303623030792655;0.4796739130434783;0.4718478260869565;0.0
P01_041_2;1;Train;6;0.37120535714285713;0.008921850505627158;0.5058894230769231;0.504296875;0.0
P01_041_3;1;Train;4;0.3934375;0.009109909733821388;0.4997549019607843;0.4979473039215686;0.0
P01_042_0;1;Train;7;0.57109375;0.001414868742693164;0.673188164893617;0.670029920212766;0.0
P01_042_1;1;Train;8;0.5559027777777777;-0.003073161907432003;0.5911931818181818;0.5837121212121212;0.0
P01_042_2;1;Train;4;0.5021875;-0.004492246717240389;0.49537259615384616;0.4933894230769231;0.0
P01_042_3;1;Test;9;0.40890625;-0.02155419769611496;0.6680334394904459;0.6646496815286624;0.0
P01_043_0;1;Train;6;0.37611607142857145;0.013780194899252746;0.5013726635514019;0.49804322429906545;0.0
P01_043_1;1;Train;3;0.4515625;0.0037325362851889847;0.6218065693430657;0.6218065693430657;0.0
P01_043_2;2;Train;12;0.309375;0.003872525621650961;0.5049225663716814;0.4995298672566372;0.0
P01_043_3;1;Test;4;0.3809375;-0.0026351954095040625;0.4991586538461538;0.4984375;0.0
P01_044_0;1;Test;7;0.4888671875;0.007334574959709073;0.5135416666666667;0.510297619047619;0.0
P01_044_1;2;Train;34;0.4453125;0.019964329969705426;0.5478170955882353;0.5168658088235294;0.0
P01_044_2;2;Train;12;0.6953125;0.019277037047165383;0.5371022727272727;0.5124431818181818;0.0
P01_044_3;1;Train;5;0.32916666666666666;-0.008871844864348279;0.49508928571428573;0.49389880952380955;0.0
P01_045_0;1;Train;7;0.7087890625;0.005891053734881522;0.6250221631205674;0.6186835106382979;0.0
P01_045_1;1;Train;8;0.5953125;-0.013460481155225319;0.6325132978723405;0.6249556737588653;0.0
P01_045_2;1;Train;7;0.2052734375;0.0074542155397885;0.6215485074626865;0.6205690298507462;0.0
P01_046_0;1;Train;17;0.7467013888888889;0.024245372389757155;0.5952884615384615;0.5675;0.0
P01_046_1;1;Train;13;0.6698660714285715;-0.011781828022085723;0.5036830357142857;0.48934151785714286;0.0
P01_046_2;1;Train;15;0.5580078125;0.01387312008594364;0.5172144396551724;0.5090786637931034;0.0
P01_046_3;1;Train;8;0.41354166666666664;0.024483498618579503;0.4975235849056604;0.4933372641509434;0.0
P01_047_0;1;Train;25;0.2456730769230769;0.050497090147048264;0.6531919642857142;0.6468080357142857;0.0
P01_047_1;1;Test;5;0.3489583333333333;0.0058782091254833795;0.5009615384615385;0.49954927884615385;0.0
P01_047_2;2;Train;7;0.527734375;0.0017952981434241832;0.6123557692307692;0.6086298076923077;0.0
P01_047_3;2;Train;17;0.7325520833333333;-0.01305575607920008;0.6145915354330709;0.5868602362204725;0.0
P01_048_0;1;Train;12;0.5204326923076923;0.016558357668770462;0.5285869565217391;0.5182880434782609;0.0
P01_048_1;1;Train;16;0.7487132352941176;0.02526477044220882;0.6330184108527132;0.6021802325581396;0.0
P01_048_2;1;Train;9;0.74234375;-0.005552064861167886;0.6889188218390805;0.6771731321839081;0.0
P01_048_3;1;Train;8;0.5661458333333333;0.012053369249219867;0.5103587962962963;0.5030381944444444;0.0
P01_049_0;1;Train;6;0.45357142857142857;0.002671595057710574;0.5014423076923077;0.5000901442307693;0.0
P01_049_1;1;Train;7;0.506640625;0.0177830515705829;0.5007211538461539;0.49735576923076924;0.0
P01_049_2;1;Train;5;0.41354166666666664;0.0015396109415206675;0.49494485294117646;0.49371936274509803;0.0
P01_049_3;1;Test;10;0.4640625;0.028565433374097057;0.5011202830188679;0.4913030660377358;0.0
P01_050_0;1;Train;7;0.408203125;0.013259696319494127;0.5071674311926605;0.5057339449541285;0.0
P01_050_1;1;Test;10;0.6372159090909091;0.001522028937023131;0.5276136363636363;0.5148295454545454;0.0
P01_050_2;2;Train;8;0.5951388888888889;0.00908177462371768;0.5129127358490566;0.5029186320754717;0.0
P01_050_3;1;Train;11;0.417578125;-0.020439562156426925;0.4913783482142857;0.48794642857142856;0.0
P01_051_0;1;Train;9;0.4628125;0.017757710852235334;0.5060141509433962;0.5010908018867924;0.0
P01_051_1;1;Test;7;0.5650390625;-0.0037277907862143748;0.6924867021276596;0.6899102393617021;0.0
P01_051_2;1;Test;5;0.35651041666666666;0.01224246243789934;0.6763251582278481;0.6756329113924051;0.0
P01_051_3;1;Train;29;0.72453125;-0.035332177793477686;0.6088623046875;0.5572998046875;0.0
P01_052_0;1;Test;8;0.5743055555555555;0.00418437295523825;0.4846927966101695;0.4744968220338983;0.0
P01_052_1;1;Test;11;0.56171875;0.027682399285797497;0.5112278761061947;0.4997234513274336;0.0
P01_052_2;2;Train;10;0.55625;0.006688937593334783;0.5104631696428571;0.49380580357142856;0.0
P01_052_3;2;Train;10;0.35255681818181817;0.016171652436381665;0.4946509009009009;0.4899774774774775;0.0
P01_053_0;1;Train;7;0.5984375;0.019069976906177597;0.5215245327102803;0.513142523364486;0.0
P01_053_1;1;Test;5;0.5799479166666667;0.012496762066698102;0.5143028846153846;0.5105168269230769;0.0
P01_053_2;1;Train;7;0.4369140625;0.015987441674495922;0.4955113636363636;0.4913068181818182;0.0
P01_053_3;2;Test;10;0.5086647727272727;-0.029225086339866674;0.5099004424778761;0.49670907079646015;0.0
P01_054_0;2;Train;12;0.5954326923076924;0.04228220706305579;0.5196739130434782;0.4996467391304348;0.0
P01_054_1;2;Train;12;0.7813701923076923;-0.01804389240578427;0.5908115671641792;0.5630597014925374;0.0
P01_054_2;1;Train;13;0.6534598214285714;-0.00471357523086672;0.5189116379310345;0.5033135775862069;0.0
P01_054_3;2;Train;16;0.6660845588235295;0.02829211321588059;0.5285487288135593;0.4966896186440678;0.0
P01_055_0;1;Train;8;0.5963541666666666;-0.0002787268196098752;0.6165719696969697;0.608499053030303;0.0
P01_055_1;1;Train;8;0.5744791666666667;-0.014000816253964973;0.5065128504672897;0.49494742990654206;0.0
P01_055_2;2;Train;35;0.9003472222222222;-0.07650572111513575;0.6242770522388059;0.5190764925373135;0.0
P01_055_3;1;Train;7;0.7080078125;0.006676387829314715;0.6513701923076923;0.6448798076923077;0.0
P01_056_0;2;Train;39;0.78;0.09687645624896093;0.6179398148148149;0.5292129629629629;0.0
P01_056_1;2;Test;29;0.4110416666666667;0.06204451712991008;0.5449947033898305;0.5234375;0.0
P01_056_2;2;Train;5;0.4322916666666667;0.0024447107351242407;0.5026742788461539;0.5014423076923077;0.0
P01_056_3;2;Train;5;0.4;-0.0012489133229665352;0.5026742788461539;0.5012920673076923;0.0
P01_057_0;2;Train;4;0.5340625;0.00575011831519167;0.6158874045801527;0.6132156488549618;0.0
P01_057_1;1;Train;5;0.4427083333333333;0.007478923693312387;0.5015773809523809;0.49976190476190474;0.0
P01_057_2;1;Train;8;0.47291666666666665;0.020140208371742487;0.5071845794392523;0.5028913551401869;0.0
P01_057_3;1;Train;4;0.466875;0.00980168585077991;0.49356617647058826;0.49080882352941174;0.0
P01_058_0;1;Train;5;0.48098958333333336;0.006691514532439361;0.6426136363636363;0.6420017482517483;0.0
P01_058_1;2;Train;6;0.5258928571428572;0.008638475913277878;0.520922619047619;0.5158333333333334;0.0
P01_058_2;2;Train;13;0.39453125;0.024881424406556215;0.5280676605504587;0.5202694954128441;0.0
P01_058_3;1;Train;5;0.434375;0.003008886209891701;0.5011529126213592;0.5003640776699029;0.0
P01_059_0;2;Train;16;0.7188419117647059;-0.037979771022769226;0.57919921875;0.550927734375;0.0
P01_059_1;2;Train;10;0.43125;0.011700321538479226;0.4933277027027027;0.4865990990990991;0.0
P01_059_2;1;Train;6;0.44241071428571427;-0.016556966987473172;0.594580078125;0.5912353515625;0.0
P01_059_3;2;Train;29;0.2504166666666667;-0.034130242993764465;0.5234933035714285;0.5097098214285715;0.0
P02_060_0;3;Train;50;0.7471507352941177;0.09632184234599965;0.6035389072847682;0.5063741721854305;1.0
P02_060_1;3;Test;10;0.5340909090909091;-0.00226484525877845;0.5080636160714286;0.4948660714285714;1.0
P02_060_2;3;Train;40;0.6066692073170732;0.07515655328779924;0.6007339015151515;0.532717803030303;1.0
P02_060_3;3;Train;33;0.658639705882353;-0.06272269513992368;0.5451941287878788;0.5007102272727273;1.0
P02_061_0;3;Train;12;0.5132211538461539;-0.009434065324276368;0.6302359271523179;0.6194743377483444;1.0
P02_061_1;2;Train;14;0.36604166666666665;0.043768199786648046;0.48008152173913043;0.47206521739130436;0.0
P02_061_2;1;Test;10;0.6903409090909091;0.01681051206529006;0.5287844036697248;0.5127866972477064;0.0
P02_061_3;2;Train;10;0.5048295454545455;0.018959135481422446;0.49650568181818183;0.4841193181818182;0.0
P02_062_0;3;Test;40;0.7134527439024391;0.07049207919385707;0.5421757518796992;0.4731907894736842;1.0
P02_062_1;3;Train;40;0.49672256097560974;-0.07701096546725417;0.5857800387596899;0.5420300387596899;1.0
P02_062_2;3;Test;23;0.38385416666666666;0.020858233612427845;0.5513550884955752;0.5379424778761062;1.0
P02_062_3;3;Train;54;0.73375;-0.13487197043130025;0.653425925925926;0.5418518518518518;1.0
P02_063_0;2;Train;10;0.47542613636363634;-0.016870764373921838;0.5072247706422018;0.49644495412844036;0.0
P02_063_1;1;Train;11;0.6852864583333333;-0.022898367127735766;0.5296306818181818;0.5154829545454546;0.0
P02_063_2;2;Train;17;0.4828125;-0.047829384966830216;0.5760416666666667;0.5670217803030303;0.0
P02_063_3;2;Train;11;0.5640625;0.004547094205453042;0.6350898692810457;0.6246527777777777;0.0
P03_064_0;3;Train;39;0.4719921875;-0.03718143168511854;0.5296641791044776;0.4992537313432836;1.0
P03_064_1;3;Test;17;0.44375;0.020463433691117444;0.5083072916666667;0.5004166666666666;1.0
P03_064_2;3;Test;43;0.33188920454545456;-0.05864570960966895;0.4664893617021277;0.4528590425531915;1.0
P03_064_3;3;Train;17;0.44166666666666665;-0.03389002562040844;0.512767094017094;0.5006944444444444;1.0
P03_065_0;2;Train;13;0.4859375;0.0017933712400533134;0.490390625;0.47911458333333334;0.0
P03_065_1;3;Train;44;0.4467013888888889;-0.07855484655874465;0.49459635416666664;0.46078559027777777;1.0
P03_065_2;3;Train;19;0.498046875;0.021404835263877868;0.5128676470588235;0.4954306722689076;1.0
P03_066_0;3;Test;15;0.35751953125;0.01648394602301317;0.5191176470588236;0.508140756302521;1.0
P03_066_1;3;Train;33;0.6301470588235294;-0.12073996566979009;0.5416429924242424;0.4785037878787879;1.0
P03_066_2;3;Train;20;0.5245535714285714;0.034560905897497426;0.5272058823529412;0.4980042016806723;1.0
P03_066_3;2;Train;20;0.3378720238095238;-0.05516321878628877;0.4928385416666667;0.479921875;0.0
P03_067_0;3;Train;33;0.4147058823529412;0.036889380174632565;0.6638803680981595;0.646875;1.0
P03_067_2;2;Train;51;0.25015024038461536;-0.11612959195031666;0.5309790462427746;0.4847001445086705;0.0
